"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 15 23:19:38 GMT 2024","Mon Jan 15 23:19:39 GMT 2024","1131","","org.example.AppTest","","org.example.AppTest","testGet","Test Spring @Autowired Integration",""
